id,num_orders
1177098,648.0791334586115
1486011,772.8081330219271
1301735,686.7479146787384
1273097,686.7479146787384
1450902,660.4513684639429
1158165,761.6898011678418
1077876,686.7479146787384
1479002,866.7346699784331
1281555,614.1454170531343
1220629,849.9943952544237
1287288,719.4512897057365
1149272,724.0492987896198
1430093,755.4273902546455
1157251,810.2818700588455
1364131,949.3017390531522
1227970,1012.2530218207417
1411427,657.9218644393794
1033512,720.5904474196936
1249878,726.1633150661697
1449349,702.8958251372219
1386036,254.32812904787548
1177651,301.3315946983738
1261268,251.70248524339755
1316488,267.31797164026284
1297387,290.65453147062686
1240915,247.25083785508454
1140431,300.92090877897596
1013079,278.8472547631253
1361178,268.33638605203237
1097810,262.4637090291978
1391435,174.3275582611868
1099528,166.09915480896484
1117969,174.92132039369997
1054117,166.63196798708026
1103779,176.10076712538554
1285350,175.14783958474464
1367217,180.4127450498301
1416683,184.61911166861682
1118412,190.6795325088235
1293675,156.6087958451532
1330467,74.5269125136143
1189762,82.27331088257708
1408479,72.85248713257852
1375495,66.55939895758831
1361615,108.06664624385355
1498846,106.85747753934213
1145843,79.20146879506527
1310857,69.4879963140567
1315483,67.64590455740296
1074295,87.19291079703905
1279057,164.61662211970702
1092985,191.29643576248003
1259030,190.9846786332384
1326687,202.73812307650647
1373522,185.00300190379895
1157350,193.31505495319794
1250173,215.87714192061765
1152295,178.19318745754765
1348202,205.4653880797024
1284570,187.37178968641462
1158868,62.21654009059469
1047566,64.86916994859034
1209129,64.27383672898172
1004886,65.34075532557456
1195396,56.96265835148203
1271245,58.44992826266214
1093884,57.100053605246345
1259014,68.85870139291357
1399101,137.09690891326133
1437934,154.6022895672616
1416330,137.26639530147747
1302476,137.95222126935496
1146657,150.43803331042736
1057285,134.21309552702326
1349227,151.14556869324548
1368165,121.45939569524025
1422379,156.61034458971324
1086047,175.77283234779364
1002589,281.8541058422969
1017711,290.83627562142277
1211204,281.8541058422969
1345688,353.9186217901776
1210501,281.8649920313456
1084025,339.9067444688074
1239272,272.16536839192923
1022695,252.42203094290977
1011110,359.0259952055954
1005560,328.495951826649
1225988,124.92875847153346
1366211,127.12154300567286
1324708,124.92875847153346
1184103,133.1534312798216
1310794,127.91476008024509
1388767,130.0093234434792
1272864,127.91476008024509
1133154,133.6587310294159
1344662,121.11810445272664
1038802,128.5962704052082
1467437,119.15706848619993
1329046,114.90434482800124
1057669,372.4552497616197
1331479,251.17452863240416
1232705,120.04100015867404
1401490,122.96175176245497
1196960,122.96175176245497
1119175,121.43013840445354
1149199,136.79956501324722
1297151,129.3669934920039
1408811,318.70479156180545
1237636,309.845749042689
1008635,265.4712877567918
1481250,329.0518631267033
1481724,357.74095760053945
1458403,343.13044382825984
1438049,314.51681261468656
1197105,232.63015938907387
1181471,261.5387195605757
1352308,329.0518631267033
1399262,156.41516955014868
1398440,176.20109363015493
1472243,227.95461463148644
1342553,206.30132651321142
1303872,198.0891177565029
1374742,142.77530257205694
1160087,148.19901007684425
1449481,189.0526851234973
1409784,140.43744807843484
1181977,157.5768294040639
1236099,168.62174316193548
1088551,213.7847326573958
1438339,192.72733256945182
1374498,159.60649705989422
1173658,200.42846726267817
1008292,306.10169603951863
1045869,159.70007194009756
1284400,184.7752506288759
1228589,165.26401990984013
1136450,179.86522916062702
1192132,101.72367460819356
1277023,100.85818707846742
1226033,92.61502356992273
1383481,94.44249183308818
1345596,95.98076454149329
1346637,111.06546155623751
1099736,95.00940129719409
1070940,103.86347696839518
1283616,92.74238471522594
1412687,108.75119618656035
1078901,698.2661447979755
1229539,750.2897254570225
1340614,762.8501915473508
1428262,683.8016541250938
1018915,762.8501915473508
1038769,706.8394206731836
1103105,685.3383810933855
1360988,689.4419624199344
1298022,680.5062079305246
1492789,693.7235151722069
1051818,589.4405740122662
1147532,755.7594309399523
1246221,637.3541907395004
1000164,717.1445855480475
1315204,654.3551122166746
1268614,670.0399430056168
1303680,1012.4347845524309
1399880,747.0005924859844
1494417,630.7960880073816
1272597,662.9410320009521
1418909,77.58154714905915
1396660,77.16493246735588
1175187,71.40365016763461
1317753,71.40365016763461
1034244,60.19533988212704
1040435,62.521264970465985
1349623,58.006214093834124
1431405,56.02789930391247
1179430,56.275482875174
1176893,75.62270014322984
1449984,641.900484041836
1292983,690.6618194859307
1115570,631.4079392069665
1200857,642.9482480079715
1344262,641.2865734754226
1203477,648.8029816298102
1187267,690.7586994869288
1044893,678.9145398161801
1220430,614.3622597262193
1320834,630.097930654055
1198931,268.7168090141153
1430253,258.32046190079336
1196393,390.53722206148205
1480687,287.67726340985394
1097181,367.2848218913737
1499604,337.60296699954085
1408309,330.2911349743438
1053367,307.03536553792384
1066051,270.0343417387658
1073193,373.74212874479093
1161079,150.84098485712292
1134692,135.03227314412732
1444677,150.3954635663826
1417557,134.04299768462198
1292994,144.09726961243118
1461469,129.13259791721214
1382786,144.09726961243118
1259677,150.3954635663826
1148205,127.24860403149609
1325721,145.1867424484297
1179236,317.34734857565155
1447264,331.33515282807673
1007165,297.1800810352439
1094157,303.60706860255027
1037639,307.04825910611686
1043566,281.3382494640038
1071289,233.2941009727296
1230721,283.14454632874015
1281633,275.702839542448
1381624,293.63704633197096
1134786,941.6968132383237
1052017,1107.2538023114819
1209585,899.8700957518533
1115016,1045.8697950849257
1101235,1012.9045436736692
1448019,1357.1651907919186
1315737,1053.744217460391
1039269,1097.7756160466063
1436545,1097.530670192673
1445418,1111.0669008457126
1252654,71.20761382993196
1067370,65.86973478392468
1415662,65.0422897366426
1423314,70.98771442904908
1367043,66.46099895436855
1234416,64.60099946248704
1368612,61.86564311004439
1175687,68.97523864955582
1126635,72.71644600704253
1215026,69.01180730036006
1307333,317.044408365371
1077544,379.6372869248234
1461548,363.3414993070993
1155304,346.78753076696114
1076344,551.6975555686178
1479849,658.4864519347691
1337089,344.27706767543674
1436130,350.3776922672195
1097496,346.78753076696114
1095473,348.57414444749134
1397206,523.305595367512
1132317,805.4710409245829
1249794,584.8928029814431
1235645,536.0603392904237
1267815,536.0603392904237
1024354,567.3905947397076
1106620,1018.0487029999111
